409,,,,,,,,,,4.0,,,,4.0,,,4.0,,,5.0,,,5.0,,5.0,,5.0,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,5.0,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,4.0,3.0,2.0,5.0,,,,,5.0,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,5.0,,,,,,
530,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,3.0,,4.0,5.0,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,5.0,5.0,,4.0,,,,,3.0,,4.0,,3.0,5.0,,,5.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,
410,,,,,,,,,,5.0,,,,,,,3.0,,,2.0,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,4.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
531,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,5.0,4.0,,,,,,,,,,4.0,4.0,2.0,3.0,,3.0,,5.0,,,,,,,,,4.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,,4.0,,4.0,4.0,,3.0,,,,,,,,,,,,,,,3.0,4.0,4.0,,5.0,,,,,4.0,5.0,3.0,,4.0,4.0,,3.0,5.0,3.0,5.0,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,5.0,,4.0,3.0,,4.0
532,,,,5.0,,,4.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,,4.0,5.0,,,,5.0,,,5.0,,4.0,,,,,,5.0,,,,,,4.0,,,4.0,,,,,,4.0,,,,,4.0,,5.0,,,,,,5.0,,5.0,,3.0,5.0,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,5.0,4.0,,,,,,
412,,2.0,,,,,,,3.0,1.0,,2.0,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,4.0,,,,5.0,,3.0,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,3.0,4.0,,,,,5.0,,,,,,,4.0,,,5.0,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,4.0,,4.0,,,,,,5.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,
413,,,,,,5.0,5.0,,,,,,,,,,,,,5.0,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.5,,,4.5,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,5.0,,,3.0,,,,,,,,1.0,,,,5.0,,,,5.0,,5.0,,5.0,,,,,4.5,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,
534,4.0,4.0,4.5,,,4.0,4.0,4.0,4.5,,4.0,,4.0,4.0,3.0,4.0,4.5,,,,2.5,4.0,,4.0,,4.5,,3.0,3.5,,,3.5,,4.5,,4.0,4.0,4.0,,,4.0,,,4.0,,,,,,,,4.5,,,,4.0,,5.0,,4.5,,,,4.5,4.5,,3.5,,4.0,4.5,,,,4.5,,4.5,,,4.0,4.0,,,4.5,4.5,4.0,,,4.0,4.0,4.0,3.5,4.5,4.0,,3.5,,4.5,,,5.0,,4.5,,4.5,,,,,3.5,4.5,4.5,4.5,,2.0,4.5,,4.5,4.0,,4.0,3.0,4.0,,4.5,4.5,4.0,,4.0,4.0,4.5,,,,3.5,,4.5,4.5,
414,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.5,4.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.5,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.5,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,4.0,,,,,,,4.0,,,4.0,,,5.0,,,,4.0,4.5,,5.0,,,5.0,,3.0,,5.0,,,,,3.5,,,,,4.0,5.0,4.5,,,,,5.0,,,5.0,,4.5,4.0,,,,,,3.5,,4.0,4.5,,,,,,,,,,4.0,,,,5.0,,,,,4.0,4.5,,,,3.5,3.5,,3.5,,,,,,5.0,,5.0,,,,,,,,,,,,,4.0,,4.5,,,4.5,,,,,,4.0,,,,,,,4.5,4.0,,,,,
536,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,3.0,,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,3.0,,4.0,,,,,2.0,5.0,,,,,,3.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,2.0,,
416,,,,,4.0,,,2.5,,,,,,,,,3.0,,,4.0,,,,,,2.0,,,,3.0,,,,2.5,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,2.0,2.5,4.5,,,,,3.5,,2.0,,,,,,4.0,,,2.0,,0.5,,,,,,,1.0,,,,3.5,,0.5,,,,,2.5,,,,,,0.5,,,,,,,,,,
537,5.0,,,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,3.5,,,,,4.0,,,4.5,5.0,,5.0,,,,,,,,,,,,4.5,
417,,,,,,5.0,5.0,5.0,,,,3.5,,,,,,,,5.0,,,,2.5,,,4.5,,,5.0,,,,4.0,,,,,,,,,,5.0,,,5.0,,,,3.5,,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.5,,,,,,4.0,,,,,5.0,,,5.0,5.0,5.0,,5.0,,4.5,,,,,,,,,4.0,5.0,5.0,5.0,,,,,5.0,,,4.5,,5.0,,5.0,5.0,,,,,,,5.0,
538,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,5.0,,,4.0,,,,,,,,,,,4.5,,,5.0,,,,,,,5.0,,,,4.0,,,,0.5,,,,,,,5.0,4.5,4.5,,,,,,4.0,,,,,4.5,,,,,,,,,,,,3.5,4.5,,,,,,,,,4.0,,,,,,,0.5,,,,,,,,,5.0,,4.5,5.0,4.0,,,5.0,3.5,,,,,,,2.0,,,,,3.5,,,4.5,4.5,,5.0,,,4.0,,5.0,,,,,4.5,,,,,5.0,
539,,,,,,,3.5,,,,,,,,,,,,,,,,,,5.0,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,4.5,5.0,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.5,,,,,,,,,,
419,,,,,,,4.5,3.5,4.5,0.5,0.5,5.0,,,3.0,,,4.5,,5.0,,,,,,,,,,5.0,,,,4.5,,3.5,,,4.0,,,,,4.0,,4.0,4.5,,3.0,,4.0,,4.5,4.0,3.5,4.0,,,,,,,,,3.5,,,,,,5.0,,,,,,,,,3.0,,,4.5,,4.0,,,,,,4.0,,,,,5.0,4.5,,5.0,,5.0,,3.0,,,,,4.5,,3.0,,,,3.5,,3.0,,,4.5,,5.0,,,5.0,,,4.5,,,4.0,4.0,4.0,,,,,,
540,,,,,,4.0,5.0,,,4.0,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,4.5,,,,,,,,5.0,,,,4.0,,,,,,,,,,5.0,4.5,,,,,,,,,,4.5,,,,,,,,,,3.5,,,,,,,,3.5,,,,4.5,,,4.5,,,,,,,4.0,,4.0,,,,,,,5.0,,,,,,5.0,,,,3.5,,,,,,,,,,
420,,4.0,,,3.5,4.5,4.0,,,,,,,,,,,,,4.0,,4.0,5.0,,,,4.0,,,4.5,,,,4.0,,,4.5,,,3.5,,,,,4.0,,4.0,,3.5,,,,,,,4.5,,3.5,,,,,,3.5,3.5,,,,4.5,,4.5,,3.5,,,4.0,,,,,,,,3.5,4.0,,,,,4.5,4.0,3.5,3.5,,,,,,4.0,,,4.0,,4.0,,,4.0,,3.5,,,,,,4.0,,4.0,4.0,4.5,,,4.5,,,,,4.0,3.0,,,,,,,,,4.5,
541,,3.0,,,,,,,,,,,2.0,,,4.0,,,3.0,,,,,,,,,,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,,,,4.0,1.0,,5.0,,,,,,,,,,,,,,,3.0,4.0,5.0,,5.0,,,,,,,5.0,,1.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,3.0,5.0,3.0,,
300,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,,3.5,,,,,,5.0,,,,,,,,4.5,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,5.0,,,,3.5,,4.0,4.5,,5.0,4.0,,,,,,,,,3.5,,,,,,,,,,5.0,,,,5.0,,,5.0,,,,,,,5.0,4.0,,4.0,4.0,,,,,,,,5.0,,,,,,,,1.5,,3.5,,,,3.5,,,,,,,,,,,,,,,,,,3.0,4.5,,4.5,5.0,3.5,,,,,4.5,5.0,,,4.0,,3.0,0.5,,4.0,,,4.0,3.5,,,,2.5,5.0,5.0,4.0,,,,,4.5,,,,,3.5,,,,,,,,,,
301,4.0,,,,4.0,,4.5,4.5,,,4.0,,,,4.0,,,2.5,,4.5,,,,,,,4.5,,,,,,4.0,4.0,2.5,4.0,3.5,,2.5,,,,,4.5,4.5,4.5,,,,,,,,,0.5,,,2.5,,,,4.0,4.0,,3.0,4.5,,4.0,,3.5,4.5,3.5,,,3.5,,0.5,,,,,4.0,1.5,3.5,,3.0,2.5,4.0,4.5,,4.0,,,0.5,1.0,,2.5,,,,,4.0,,1.5,,,,2.5,,4.0,,,,,4.5,4.0,4.0,2.5,,4.5,,,4.0,,,,,,4.0,4.5,1.5,,,,,2.0,,4.0
422,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,4.0,,,,,4.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,,4.0,,3.0,,,5.0,,5.0,,,,5.0,,5.0,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,5.0,,,,,5.0,,,,,,,,5.0,,
302,,,,,,,,,,,,,,,,,5.0,,3.0,5.0,,,,5.0,,,,,,,,,,,,,,,3.0,3.0,,,,5.0,,,,,,,,,,5.0,,,,,,,,,4.0,,5.0,,,,,,,,,,,,4.0,,,,,,,,,5.0,3.0,,,,,,,,3.0,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
423,,,,,,,,3.5,,,,,,,,,,,,4.5,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.5,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,
544,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,5.0,,,,,,3.5,,,,,5.0,,,,5.0,,,,,,,,,,,,,,3.5,,,,,,,,5.0,,5.0,,5.0,,,5.0,5.0,2.0,3.5,,,,,,,3.5,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,3.0,,3.5,5.0,,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,4.0,,,,,3.5,,3.5,,,,,4.0,4.5,,,,,,,4.0,,,3.5,,,,,,,4.5,3.0,,3.5,,,,5.0,,5.0,,,,,3.5,,,2.5,,2.0,4.5,,,,,,,3.0,,4.5,,,,2.5,,,,,,,2.0,,,4.0,,,,,2.0,3.5,,,,,2.5,,,,,3.0,,3.5,4.5,3.5,3.0,,4.0,,,,,,,,,3.5,3.5,3.5,3.0,4.5,,3.5,,,,,,,2.5,,,,,,,4.0,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
304,,5.0,4.0,,,,,,4.0,4.0,5.0,,4.0,,,,5.0,,4.0,5.0,,,4.0,5.0,5.0,5.0,,,,4.0,4.0,,4.0,5.0,5.0,4.0,2.0,,3.0,4.0,,,4.0,,,,,4.0,,4.0,,5.0,,,5.0,4.0,,5.0,5.0,5.0,,,5.0,,4.0,,5.0,,,1.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,,4.0,5.0,4.0,,,2.0,,4.0,,,2.0,2.0,4.0,5.0,4.0,,,4.0,,,4.0,,,4.0,5.0,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,5.0,3.0,,4.0,,4.0
425,4.0,,3.0,4.0,4.0,4.5,4.0,4.0,3.5,,3.5,3.5,4.0,,3.5,4.0,3.0,3.5,5.0,4.0,,,3.5,4.0,,3.0,,,3.5,5.0,,3.5,,5.0,,3.0,3.0,2.5,3.5,4.0,3.5,,2.5,4.5,3.0,4.5,3.0,3.5,,4.0,,3.0,4.0,3.5,3.0,3.5,,,,4.0,2.5,,3.5,4.0,3.5,,3.0,3.0,3.0,3.0,4.0,,,2.5,,3.0,3.5,4.0,3.5,4.0,,3.5,,2.5,3.5,2.5,3.5,4.0,4.0,3.5,3.0,4.5,3.5,4.0,2.5,5.0,3.5,3.0,4.5,3.0,3.5,3.5,4.0,3.5,,,,3.5,3.0,4.0,4.0,3.5,3.5,,3.5,3.5,4.0,,4.0,3.5,,4.5,3.5,4.0,4.5,4.0,,4.0,3.5,4.5,4.0,,3.0,,3.5,3.5,4.0,
546,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,4.0,,3.5,3.5,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,4.0,1.0,,5.0,,3.5,5.0,5.0,,2.5,3.0,4.5,5.0,5.0,5.0,3.0,5.0,,,,4.5,5.0,,,,4.0,5.0,3.0,,3.0,4.0,,5.0,5.0,3.5,,4.0,5.0,5.0,5.0,5.0,3.5,5.0,5.0,5.0,,,,,4.0,5.0,2.0,4.5,2.0,4.0,,3.0,5.0,,4.0,,,,5.0,4.5,2.5,5.0,,,4.0,4.0,4.0,3.5,4.0,3.0,5.0,,5.0,,,4.0,,5.0,4.5,5.0,4.5,4.0,5.0,,4.0,3.5,4.5,,4.0,4.5,,3.5,3.5,,5.0,5.0,5.0,3.5,,2.5,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,,3.0,5.0,,,,,,,5.0,4.0
426,,,4.5,,,1.5,,4.5,,,,,,,,,,,,3.5,3.5,4.0,,,5.0,,,2.5,,3.5,,,,5.0,,,5.0,,,,,,,0.5,3.5,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,5.0,,4.5,,,2.0,4.5,,,,,4.0,4.5,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,2.0,4.5,,,5.0,,2.0,4.0,,,,,5.0,5.0,,,,3.5,,,,2.0,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,
427,4.0,,,,,4.0,4.0,4.0,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.5,4.0,3.5,,,,,5.0,,,,2.0,,4.5,,,,,,,2.0,4.0,4.0,,,,,,,
548,,,,,,,,,,,,,,,,,3.5,,,,,,,,,3.5,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,4.5,,,,,,,,,,,,,,,4.0,,,,,,,,
307,,4.0,2.5,,,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.5,4.0,2.5,3.5,3.5,2.0,,4.5,5.0,3.5,3.5,4.0,3.5,3.0,3.5,5.0,,4.5,,4.0,,4.0,3.0,2.5,3.0,1.5,1.0,3.5,,2.0,,4.0,5.0,4.5,3.5,,,2.0,4.0,3.0,3.0,4.5,2.5,3.5,3.5,4.0,3.0,3.5,1.0,3.0,3.0,3.5,3.5,4.5,4.0,,3.5,2.0,4.5,2.0,3.5,2.0,2.0,4.0,2.5,3.0,4.0,4.5,3.0,3.0,2.5,3.0,2.5,3.0,2.0,3.0,3.0,3.5,4.0,,2.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,4.5,3.0,3.0,2.0,4.0,,3.5,,4.0,3.5,3.0,3.0,4.5,4.5,3.5,4.0,2.5,4.0,4.0,3.0,4.0,3.0,3.5,,,3.0,5.0,3.0,3.0,3.5,3.5,3.5,2.0,2.0,,2.5,3.0,2.5
428,,,,,4.0,3.5,3.5,,,3.5,1.0,4.0,2.5,4.0,2.0,4.5,3.5,,,4.5,,2.0,3.5,,,3.5,,,,,,0.5,,3.0,,,,,2.5,,,,2.0,,4.0,,4.5,3.5,3.5,3.5,,3.5,3.0,,2.5,4.0,,,,3.0,,,,4.0,2.0,,3.5,4.0,2.0,1.0,,,3.5,2.0,,2.0,2.5,2.0,3.0,2.5,,,3.0,2.0,3.5,,2.5,,2.0,,3.5,4.0,1.5,,,,3.0,,4.0,3.5,,2.5,,1.0,,,,2.0,3.0,,3.5,,,,4.5,,1.0,,,2.0,,3.5,3.0,3.5,,3.0,4.5,2.0,3.0,3.0,2.5,,2.0,,,1.0,3.5,
549,,,,,,,,,4.0,,,,,,,,2.0,,5.0,,,,,4.5,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,3.0,,,,,,5.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,5.0,,,,,,3.5,,5.0,5.0,,,,,,3.0,,,,,,,
308,1.0,,3.0,1.0,,3.5,,,1.0,,,1.0,,1.0,,0.5,2.5,1.0,1.0,,4.0,,4.0,1.0,4.5,2.5,,3.5,,1.0,,,,2.5,0.5,,3.0,,,,,3.0,,,,2.5,,1.0,,,,,,1.0,,3.0,,,,0.5,1.0,1.0,3.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.5,,,4.0,4.0,,,,,,,,,,0.5,,1.5,3.5,,,,3.0,,,,,,,,4.0,,1.0,,,,5.0,,4.0,,0.5,1.0,,,4.0,,1.0,1.0,,,,1.0,,3.5,1.0
429,,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,4.0,,5.0
309,,,,,,4.5,,,,,,4.0,,,,,,,,3.5,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,4.5,,,,,2.5,,,,,4.0,,,4.5,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,4.5,,,,4.0,,,,,,,,,4.5,
550,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.5,,4.5,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,3.0,,,3.0,,,,,,,3.0,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.5,,5.0,,,,,,,,,,4.0,,,,,,,2.0,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
551,,,,,,2.0,,,4.5,,,,,,,,3.5,,4.5,3.5,4.5,,,,,,,4.0,,4.0,,,,4.5,,,,,4.0,,,,,4.5,,,,,,,,3.5,,,,4.0,,4.0,,3.0,,,,1.0,,,,,,,,,,,,,4.0,,,4.5,,,,,4.0,,4.0,,4.0,,,2.5,,,,,,,4.5,,,,4.5,3.5,,,,,2.0,4.5,4.0,,,,0.5,3.0,4.0,,4.0,4.0,,2.0,4.0,4.5,4.0,,,,,,3.5,,,,,,2.0,
310,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,4.0,,4.5,,,,,,,,,,4.0,,,5.0,,,5.0,4.0,,,,3.5,,,4.0,,,,,,,,,,,4.0,,,,4.0,,,,4.0,,,4.5,,,,,3.0,,,,,,3.5,,3.0,,4.0,,5.0,,,,,,,,,2.5,3.5,3.5,4.0,,,,4.5,,,,,,,,3.0,,4.5,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,3.5,,,,,,3.5,5.0,,3.5,,,,,,2.5,,5.0,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,0.5,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,3.5,2.5,4.0,,3.5,3.5,4.5,4.5,2.0,,3.0,,,,,4.5,3.5,,3.5,2.5,4.0,4.0,,,,3.5,,4.0,,3.0,,1.5,,4.5,,,5.0,2.5,,,,,,4.0,,3.0,4.0,4.0,,4.0,,3.5,,4.0,3.5,3.5,3.0,,,,,,,2.5,4.5,2.5,4.0,,0.5,3.5,4.5,,,,4.5,,3.5,4.5,,4.0,4.0,4.0,3.0,,4.0,,4.0,,3.5,,3.5,2.5,,,,3.5,1.5,,3.5,,4.0,0.5,4.5,4.0,,5.0,,3.5,2.5,4.5,4.0,,,4.0,2.5,3.5,4.5,4.0,4.0,,,4.0,4.0,,4.5,,,4.0,,4.5,4.0,,,3.5,,2.0,4.0,4.5
553,4.5,,,5.0,,,,,,,,4.5,,,3.5,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,3.5,5.0,,,,,5.0,4.0,,,,,5.0,,,5.0,,3.5,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,3.5,,,,,5.0,,,3.0,,5.0,,,5.0,,5.0,,4.0,,3.5,,,,,4.0,,3.5,,,,,,,,,,,5.0,,,,,,,,,,,,,4.5,,
